State FIPS code,State,County FIPS code,County name,Number of returns
17,IL,159,Richland County,7520
17,IL,161,Rock Island County,71480
17,IL,163,St. Clair County,121670
17,IL,165,Saline County,10610
17,IL,167,Sangamon County,99510
17,IL,169,Schuyler County,3320
17,IL,171,Scott County,2380
17,IL,173,Shelby County,10130
17,IL,175,Stark County,2740
17,IL,177,Stephenson County,22160
17,IL,179,Tazewell County,65430
17,IL,181,Union County,7830
17,IL,183,Vermilion County,35070
17,IL,185,Wabash County,5380
17,IL,187,Warren County,7900
17,IL,189,Washington County,7190
17,IL,191,Wayne County,6650
17,IL,193,White County,6540
17,IL,195,Whiteside County,28090
17,IL,197,Will County,317440
17,IL,199,Williamson County,30080
17,IL,201,Winnebago County,135890
17,IL,203,Woodford County,18210
18,IN,000,Indiana,3028360
18,IN,001,Adams County,14700
18,IN,003,Allen County,169740
18,IN,005,Bartholomew County,38420
18,IN,007,Benton County,4140
18,IN,009,Blackford County,5900
18,IN,011,Boone County,28420
18,IN,013,Brown County,7510
18,IN,015,Carroll County,9410
18,IN,017,Cass County,18160
18,IN,019,Clark County,54520
18,IN,021,Clay County,12280
18,IN,023,Clinton County,15310
18,IN,025,Crawford County,4670
18,IN,027,Daviess County,14060
18,IN,029,Dearborn County,24230
18,IN,031,Decatur County,12790
18,IN,033,DeKalb County,19860
18,IN,035,Delaware County,48550
18,IN,037,Dubois County,21790
18,IN,039,Elkhart County,90680
18,IN,041,Fayette County,10190
18,IN,043,Floyd County,37030
18,IN,045,Fountain County,8010
18,IN,047,Franklin County,11000
18,IN,049,Fulton County,9540
18,IN,051,Gibson County,15980
18,IN,053,Grant County,30040
18,IN,055,Greene County,14460
18,IN,057,Hamilton County,136300
18,IN,059,Hancock County,34440
18,IN,061,Harrison County,17870
18,IN,063,Hendricks County,71470
18,IN,065,Henry County,21850
18,IN,067,Howard County,39990
18,IN,069,Huntington County,17570
18,IN,071,Jackson County,21540
18,IN,073,Jasper County,15420
18,IN,075,Jay County,9520
18,IN,077,Jefferson County,14870
18,IN,079,Jennings County,12750
18,IN,081,Johnson County,68960
18,IN,083,Knox County,16660
18,IN,085,Kosciusko County,37350
18,IN,087,LaGrange County,16320
18,IN,089,Lake County,227850
18,IN,091,LaPorte County,50880
18,IN,093,Lawrence County,20800
18,IN,095,Madison County,59200
18,IN,097,Marion County,445420
18,IN,099,Marshall County,21750
18,IN,101,Martin County,4680
18,IN,103,Miami County,15040
18,IN,105,Monroe County,55580
18,IN,107,Montgomery County,18070
18,IN,109,Morgan County,33310
18,IN,111,Newton County,6470
18,IN,113,Noble County,21390
18,IN,115,Ohio County,2870
18,IN,117,Orange County,8680
18,IN,119,Owen County,9740
18,IN,121,Parke County,6980
18,IN,123,Perry County,8640
18,IN,125,Pike County,5690
18,IN,127,Porter County,79760
18,IN,129,Posey County,12190
18,IN,131,Pulaski County,5960
18,IN,133,Putnam County,15560
18,IN,135,Randolph County,11840
18,IN,137,Ripley County,12870
18,IN,139,Rush County,7930
18,IN,141,St. Joseph County,121990
18,IN,143,Scott County,10270
18,IN,145,Shelby County,21250
18,IN,147,Spencer County,9820
18,IN,149,Starke County,10210
18,IN,151,Steuben County,16000
18,IN,153,Sullivan County,8850
18,IN,155,Switzerland County,4020
18,IN,157,Tippecanoe County,72090
18,IN,159,Tipton County,7780
18,IN,161,Union County,3220
18,IN,163,Vanderburgh County,84860
18,IN,165,Vermillion County,7350
18,IN,167,Vigo County,46120
18,IN,169,Wabash County,15220
18,IN,171,Warren County,4050
18,IN,173,Warrick County,28680
18,IN,175,Washington County,12130
18,IN,177,Wayne County,30450
18,IN,179,Wells County,12810
18,IN,181,White County,11970
18,IN,183,Whitley County,16190
19,IA,000,Iowa,1425750
19,IA,001,Adair County,3560
19,IA,003,Adams County,1880
19,IA,005,Allamakee County,6790
19,IA,007,Appanoose County,5570
19,IA,009,Audubon County,2880
19,IA,011,Benton County,11920
19,IA,013,Black Hawk County,59620
19,IA,015,Boone County,12400
19,IA,017,Bremer County,10830
19,IA,019,Buchanan County,9540
19,IA,021,Buena Vista County,9690
19,IA,023,Butler County,6930
19,IA,025,Calhoun County,4600
19,IA,027,Carroll County,10210
19,IA,029,Cass County,6500
19,IA,031,Cedar County,8700
19,IA,033,Cerro Gordo County,21080
19,IA,035,Cherokee County,5890
19,IA,037,Chickasaw County,5890
19,IA,039,Clarke County,4270
19,IA,041,Clay County,8210
19,IA,043,Clayton County,8430
19,IA,045,Clinton County,22700
19,IA,047,Crawford County,7920
19,IA,049,Dallas County,34030
19,IA,051,Davis County,3510
19,IA,053,Decatur County,3180
19,IA,055,Delaware County,8310
19,IA,057,Des Moines County,19210
19,IA,059,Dickinson County,8860
19,IA,061,Dubuque County,46190
19,IA,063,Emmet County,4570
19,IA,065,Fayette County,9090
19,IA,067,Floyd County,7370
19,IA,069,Franklin County,4820
19,IA,071,Fremont County,3290
19,IA,073,Greene County,4330
19,IA,075,Grundy County,5820
19,IA,077,Guthrie County,5150
19,IA,079,Hamilton County,7310
19,IA,081,Hancock County,5240
19,IA,083,Hardin County,7900
19,IA,085,Harrison County,6740
19,IA,087,Henry County,8880
19,IA,089,Howard County,4590
19,IA,091,Humboldt County,4640
19,IA,093,Ida County,3350
19,IA,095,Iowa County,8020
19,IA,097,Jackson County,9530
19,IA,099,Jasper County,16750
19,IA,101,Jefferson County,7670
19,IA,103,Johnson County,61060
19,IA,105,Jones County,9060
19,IA,107,Keokuk County,4680
19,IA,109,Kossuth County,7560
19,IA,111,Lee County,15960
