State FIPS code,State,County FIPS code,County name,Number of returns
05,AR,141,Van Buren County,6610
05,AR,143,Washington County,90300
05,AR,145,White County,30440
05,AR,147,Woodruff County,2810
05,AR,149,Yell County,8230
06,CA,000,California,17170050
06,CA,001,Alameda County,745130
06,CA,003,Alpine County,450
06,CA,005,Amador County,16140
06,CA,007,Butte County,89390
06,CA,009,Calaveras County,19630
06,CA,011,Colusa County,9400
06,CA,013,Contra Costa County,517940
06,CA,015,Del Norte County,9390
06,CA,017,El Dorado County,84940
06,CA,019,Fresno County,382380
06,CA,021,Glenn County,11590
06,CA,023,Humboldt County,55380
06,CA,025,Imperial County,77560
06,CA,027,Inyo County,8470
06,CA,029,Kern County,330960
06,CA,031,Kings County,52750
06,CA,033,Lake County,24840
06,CA,035,Lassen County,9730
06,CA,037,Los Angeles County,4510530
06,CA,039,Madera County,57450
06,CA,041,Marin County,131450
06,CA,043,Mariposa County,7710
06,CA,045,Mendocino County,38220
06,CA,047,Merced County,97330
06,CA,049,Modoc County,3530
06,CA,051,Mono County,6380
06,CA,053,Monterey County,192390
06,CA,055,Napa County,67560
06,CA,057,Nevada County,48350
06,CA,059,Orange County,1452720
06,CA,061,Placer County,170620
06,CA,063,Plumas County,8590
06,CA,065,Riverside County,928760
06,CA,067,Sacramento County,643410
06,CA,069,San Benito County,25800
06,CA,071,San Bernardino County,852530
06,CA,073,San Diego County,1505580
06,CA,075,San Francisco County,459570
06,CA,077,San Joaquin County,289340
06,CA,079,San Luis Obispo County,127450
06,CA,081,San Mateo County,374860
06,CA,083,Santa Barbara County,196930
06,CA,085,Santa Clara County,880590
06,CA,087,Santa Cruz County,128020
06,CA,089,Shasta County,75400
06,CA,091,Sierra County,1220
06,CA,093,Siskiyou County,18520
06,CA,095,Solano County,196500
06,CA,097,Sonoma County,240730
06,CA,099,Stanislaus County,212280
06,CA,101,Sutter County,38440
06,CA,103,Tehama County,24480
06,CA,105,Trinity County,4780
06,CA,107,Tulare County,172530
06,CA,109,Tuolumne County,23380
06,CA,111,Ventura County,399070
06,CA,113,Yolo County,84050
06,CA,115,Yuba County,27110
08,CO,000,Colorado,2502640
08,CO,001,Adams County,215940
08,CO,003,Alamosa County,6400
08,CO,005,Arapahoe County,297160
08,CO,007,Archuleta County,5770
08,CO,009,Baca County,1600
08,CO,011,Bent County,1550
08,CO,013,Boulder County,151820
08,CO,014,Broomfield County,29650
08,CO,015,Chaffee County,8580
08,CO,017,Cheyenne County,860
08,CO,019,Clear Creek County,4680
08,CO,021,Conejos County,2950
08,CO,023,Costilla County,1340
08,CO,025,Crowley County,1130
08,CO,027,Custer County,1910
08,CO,029,Delta County,12770
08,CO,031,Denver County,330230
08,CO,033,Dolores County,790
08,CO,035,Douglas County,141900
08,CO,037,Eagle County,27300
08,CO,039,Elbert County,10950
08,CO,041,El Paso County,298020
08,CO,043,Fremont County,17150
08,CO,045,Garfield County,25830
08,CO,047,Gilpin County,2640
08,CO,049,Grand County,7010
08,CO,051,Gunnison County,7430
08,CO,053,Hinsdale County,390
08,CO,055,Huerfano County,2690
08,CO,057,Jackson County,660
08,CO,059,Jefferson County,284010
08,CO,061,Kiowa County,600
08,CO,063,Kit Carson County,3320
08,CO,065,Lake County,3160
08,CO,067,La Plata County,26050
08,CO,069,Larimer County,154930
08,CO,071,Las Animas County,5900
08,CO,073,Lincoln County,2080
08,CO,075,Logan County,8450
08,CO,077,Mesa County,67010
08,CO,079,Mineral County,420
08,CO,081,Moffat County,5700
08,CO,083,Montezuma County,11330
08,CO,085,Montrose County,17820
08,CO,087,Morgan County,12350
08,CO,089,Otero County,7460
08,CO,091,Ouray County,2370
08,CO,093,Park County,7000
08,CO,095,Phillips County,2000
08,CO,097,Pitkin County,10160
08,CO,099,Prowers County,4930
08,CO,101,Pueblo County,67690
08,CO,103,Rio Blanco County,2820
08,CO,105,Rio Grande County,5840
08,CO,107,Routt County,12630
08,CO,109,Saguache County,1830
08,CO,111,San Juan County,340
08,CO,113,San Miguel County,4110
08,CO,115,Sedgwick County,1070
08,CO,117,Summit County,16120
08,CO,119,Teller County,11240
08,CO,121,Washington County,1990
08,CO,123,Weld County,118580
08,CO,125,Yuma County,4440
09,CT,000,Connecticut,1749500
09,CT,001,Fairfield County,456910
09,CT,003,Hartford County,443430
09,CT,005,Litchfield County,94910
09,CT,007,Middlesex County,83770
09,CT,009,New Haven County,413110
09,CT,011,New London County,134680
09,CT,013,Tolland County,68520
09,CT,015,Windham County,54230
10,DE,000,Delaware,439430
10,DE,001,Kent County,77180
10,DE,003,New Castle County,261880
10,DE,005,Sussex County,100380
11,DC,000,District of Columbia,331030
12,FL,000,Florida,9314920
12,FL,001,Alachua County,108330
12,FL,003,Baker County,10050
12,FL,005,Bay County,85200
12,FL,007,Bradford County,9580
12,FL,009,Brevard County,266650
12,FL,011,Broward County,927040
12,FL,013,Calhoun County,4830
12,FL,015,Charlotte County,76500
12,FL,017,Citrus County,62180
12,FL,019,Clay County,91500
12,FL,021,Collier County,170240
12,FL,023,Columbia County,26850
12,FL,027,DeSoto County,11530
12,FL,029,Dixie County,4990
12,FL,031,Duval County,432600
12,FL,033,Escambia County,140940
12,FL,035,Flagler County,47830
12,FL,037,Franklin County,4430
12,FL,039,Gadsden County,19990
12,FL,041,Gilchrist County,6360
12,FL,043,Glades County,3880
12,FL,045,Gulf County,5640
12,FL,047,Hamilton County,4710
12,FL,049,Hardee County,9750
12,FL,051,Hendry County,15820
12,FL,053,Hernando County,75290
12,FL,055,Highlands County,40290
12,FL,057,Hillsborough County,608620
12,FL,059,Holmes County,6710
12,FL,061,Indian River County,69630
12,FL,063,Jackson County,18150
12,FL,065,Jefferson County,5920
12,FL,067,Lafayette County,2490
12,FL,069,Lake County,146510
12,FL,071,Lee County,310520
12,FL,073,Leon County,124520
12,FL,075,Levy County,16300
12,FL,077,Liberty County,2590
12,FL,079,Madison County,7060
12,FL,081,Manatee County,161210
12,FL,083,Marion County,150460
12,FL,085,Martin County,73490
12,FL,086,Miami-Dade County,1276280
12,FL,087,Monroe County,44850
12,FL,089,Nassau County,36740
12,FL,091,Okaloosa County,97430
12,FL,093,Okeechobee County,14820
12,FL,095,Orange County,594440
12,FL,097,Osceola County,141450
12,FL,099,Palm Beach County,688990
12,FL,101,Pasco County,211920
12,FL,103,Pinellas County,461220
12,FL,105,Polk County,272310
12,FL,107,Putnam County,28220
12,FL,109,St. Johns County,101990
12,FL,111,St. Lucie County,131470
12,FL,113,Santa Rosa County,70780
12,FL,115,Sarasota County,197750
12,FL,117,Seminole County,211650
12,FL,119,Sumter County,50560
12,FL,121,Suwannee County,16040
12,FL,123,Taylor County,8150
12,FL,125,Union County,4460
12,FL,127,Volusia County,237090
12,FL,129,Wakulla County,12630
12,FL,131,Walton County,27790
12,FL,133,Washington County,8950
13,GA,000,Georgia,4357130
13,GA,001,Appling County,7050
13,GA,003,Atkinson County,3100
13,GA,005,Bacon County,4180
13,GA,007,Baker County,1210
13,GA,009,Baldwin County,16880
13,GA,011,Banks County,6870
13,GA,013,Barrow County,31000
13,GA,015,Bartow County,42310
13,GA,017,Ben Hill County,6880
13,GA,019,Berrien County,6750
13,GA,021,Bibb County,67080
13,GA,023,Bleckley County,4750
13,GA,025,Brantley County,6350
13,GA,027,Brooks County,6290
13,GA,029,Bryan County,15560
13,GA,031,Bulloch County,25480
13,GA,033,Burke County,9280
13,GA,035,Butts County,9240
13,GA,037,Calhoun County,1990
13,GA,039,Camden County,21280
13,GA,043,Candler County,4090
13,GA,045,Carroll County,47110
13,GA,047,Catoosa County,26070
13,GA,049,Charlton County,3520
13,GA,051,Chatham County,126330
13,GA,053,Chattahoochee County,3380
13,GA,055,Chattooga County,9340
13,GA,057,Cherokee County,102830
13,GA,059,Clarke County,44880
13,GA,061,Clay County,1180
13,GA,063,Clayton County,122590
13,GA,065,Clinch County,2500
13,GA,067,Cobb County,342290
13,GA,069,Coffee County,15800
13,GA,071,Colquitt County,17290
13,GA,073,Columbia County,59530
13,GA,075,Cook County,6450
13,GA,077,Coweta County,61370
13,GA,079,Crawford County,5020
13,GA,081,Crisp County,8530
13,GA,083,Dade County,6050
13,GA,085,Dawson County,9800
13,GA,087,Decatur County,11070
13,GA,089,DeKalb County,346690
13,GA,091,Dodge County,7230
13,GA,093,Dooly County,4060
13,GA,095,Dougherty County,38130
13,GA,097,Douglas County,60790
13,GA,099,Early County,4190
13,GA,101,Echols County,1340
13,GA,103,Effingham County,23650
13,GA,105,Elbert County,8000
13,GA,107,Emanuel County,8890
13,GA,109,Evans County,4280
13,GA,111,Fannin County,9710
13,GA,113,Fayette County,51870
13,GA,115,Floyd County,39390
13,GA,117,Forsyth County,84960
13,GA,119,Franklin County,8810
13,GA,121,Fulton County,459390
13,GA,123,Gilmer County,11820
13,GA,125,Glascock County,1080
13,GA,127,Glynn County,36360
13,GA,129,Gordon County,22720
13,GA,131,Grady County,9970
13,GA,133,Greene County,7300
13,GA,135,Gwinnett County,395340
13,GA,137,Habersham County,17180
13,GA,139,Hall County,81920
13,GA,141,Hancock County,3190
13,GA,143,Haralson County,10880
13,GA,145,Harris County,13920
13,GA,147,Hart County,10020
13,GA,149,Heard County,4180
13,GA,151,Henry County,94770
13,GA,153,Houston County,66890
13,GA,155,Irwin County,3660
13,GA,157,Jackson County,26440
13,GA,159,Jasper County,5470
13,GA,161,Jeff Davis County,5540
13,GA,163,Jefferson County,7000
13,GA,165,Jenkins County,3080
13,GA,167,Johnson County,2940
13,GA,169,Jones County,11840
13,GA,171,Lamar County,7010
13,GA,173,Lanier County,3280
13,GA,175,Laurens County,20010
13,GA,177,Lee County,13150
13,GA,179,Liberty County,27000
13,GA,181,Lincoln County,3190
13,GA,183,Long County,5000
13,GA,185,Lowndes County,44990
13,GA,187,Lumpkin County,11410
13,GA,189,McDuffie County,9080
13,GA,191,McIntosh County,4910
13,GA,193,Macon County,4640
13,GA,195,Madison County,11460
13,GA,197,Marion County,2830
13,GA,199,Meriwether County,9330
13,GA,201,Miller County,2290
13,GA,205,Mitchell County,8470
13,GA,207,Monroe County,11330
13,GA,209,Montgomery County,3110
13,GA,211,Morgan County,8180
13,GA,213,Murray County,14820
13,GA,215,Muscogee County,90580
13,GA,217,Newton County,44010
13,GA,219,Oconee County,15210
13,GA,221,Oglethorpe County,5710
13,GA,223,Paulding County,60830
13,GA,225,Peach County,11500
13,GA,227,Pickens County,13680
13,GA,229,Pierce County,7520
13,GA,231,Pike County,7210
13,GA,233,Polk County,16100
13,GA,235,Pulaski County,3690
13,GA,237,Putnam County,9110
13,GA,239,Quitman County,850
13,GA,241,Rabun County,7170
13,GA,243,Randolph County,2690
13,GA,245,Richmond County,86430
13,GA,247,Rockdale County,38450
13,GA,249,Schley County,1710
13,GA,251,Screven County,5660
13,GA,253,Seminole County,3570
13,GA,255,Spalding County,26230
13,GA,257,Stephens County,10140
13,GA,259,Stewart County,1730
13,GA,261,Sumter County,12400
13,GA,263,Talbot County,2630
13,GA,265,Taliaferro County,660
13,GA,267,Tattnall County,8030
13,GA,269,Taylor County,3230
13,GA,271,Telfair County,3980
13,GA,273,Terrell County,4010
13,GA,275,Thomas County,18720
13,GA,277,Tift County,17060
13,GA,279,Toombs County,11040
13,GA,281,Towns County,4900
13,GA,283,Treutlen County,2340
13,GA,285,Troup County,29990
13,GA,287,Turner County,3480
13,GA,289,Twiggs County,3580
13,GA,291,Union County,9260
13,GA,293,Upson County,10590
13,GA,295,Walker County,25660
13,GA,297,Walton County,36150
13,GA,299,Ware County,13730
13,GA,301,Warren County,2300
13,GA,303,Washington County,7970
13,GA,305,Wayne County,10950
13,GA,307,Webster County,940
13,GA,309,Wheeler County,1830
13,GA,311,White County,10900
13,GA,313,Whitfield County,41200
13,GA,315,Wilcox County,2760
13,GA,317,Wilkes County,4040
13,GA,319,Wilkinson County,4070
13,GA,321,Worth County,8630
15,HI,000,Hawaii,675080
15,HI,001,Hawaii County,84180
15,HI,003,Honolulu County,478670
15,HI,007,Kauai County,34330
15,HI,009,Maui County,77920
16,ID,000,Idaho,691530
16,ID,001,Ada County,189660
16,ID,003,Adams County,1630
16,ID,005,Bannock County,33630
16,ID,007,Bear Lake County,2500
16,ID,009,Benewah County,3860
16,ID,011,Bingham County,18320
16,ID,013,Blaine County,11550
16,ID,015,Boise County,2950
16,ID,017,Bonner County,18380
16,ID,019,Bonneville County,44640
16,ID,021,Boundary County,4770
16,ID,023,Butte County,1010
16,ID,025,Camas County,420
16,ID,027,Canyon County,78580
16,ID,029,Caribou County,2780
16,ID,031,Cassia County,9390
16,ID,033,Clark County,310
16,ID,035,Clearwater County,3460
16,ID,037,Custer County,1920
16,ID,039,Elmore County,11020
16,ID,041,Franklin County,4920
16,ID,043,Fremont County,5260
16,ID,045,Gem County,7090
16,ID,047,Gooding County,6300
16,ID,049,Idaho County,6280
16,ID,051,Jefferson County,10100
16,ID,053,Jerome County,9320
16,ID,055,Kootenai County,68520
16,ID,057,Latah County,15370
16,ID,059,Lemhi County,3500
16,ID,061,Lewis County,1790
16,ID,063,Lincoln County,2090
16,ID,065,Madison County,11590
16,ID,067,Minidoka County,8590
16,ID,069,Nez Perce County,18190
16,ID,071,Oneida County,1700
16,ID,073,Owyhee County,4390
16,ID,075,Payette County,9520
16,ID,077,Power County,3190
16,ID,079,Shoshone County,5310
16,ID,081,Teton County,4320
16,ID,083,Twin Falls County,34680
16,ID,085,Valley County,4770
16,ID,087,Washington County,4100
17,IL,000,Illinois,6100350
17,IL,001,Adams County,31950
17,IL,003,Alexander County,2690
17,IL,005,Bond County,6960
17,IL,007,Boone County,25130
17,IL,009,Brown County,2360
17,IL,011,Bureau County,16770
17,IL,013,Calhoun County,2220
17,IL,015,Carroll County,7620
17,IL,017,Cass County,6330
17,IL,019,Champaign County,84670
17,IL,021,Christian County,15500
17,IL,023,Clark County,7600
17,IL,025,Clay County,6250
17,IL,027,Clinton County,17540
17,IL,029,Coles County,21140
17,IL,031,Cook County,2524550
17,IL,033,Crawford County,8760
17,IL,035,Cumberland County,4930
17,IL,037,DeKalb County,45640
17,IL,039,De Witt County,7740
17,IL,041,Douglas County,10020
17,IL,043,DuPage County,468210
17,IL,045,Edgar County,8190
17,IL,047,Edwards County,2960
17,IL,049,Effingham County,17560
17,IL,051,Fayette County,9170
17,IL,053,Ford County,6570
17,IL,055,Franklin County,16750
17,IL,057,Fulton County,15880
17,IL,059,Gallatin County,2310
17,IL,061,Greene County,5900
17,IL,063,Grundy County,24360
17,IL,065,Hamilton County,3690
17,IL,067,Hancock County,8730
17,IL,069,Hardin County,1610
17,IL,071,Henderson County,3350
17,IL,073,Henry County,24240
17,IL,075,Iroquois County,13930
17,IL,077,Jackson County,23240
17,IL,079,Jasper County,4670
17,IL,081,Jefferson County,16770
17,IL,083,Jersey County,10250
17,IL,085,Jo Daviess County,12360
17,IL,087,Johnson County,4920
17,IL,089,Kane County,239360
17,IL,091,Kankakee County,50640
17,IL,093,Kendall County,54450
17,IL,095,Knox County,23470
17,IL,097,Lake County,339540
17,IL,099,LaSalle County,54150
17,IL,101,Lawrence County,6400
17,IL,103,Lee County,16260
17,IL,105,Livingston County,17180
17,IL,107,Logan County,12580
17,IL,109,McDonough County,12350
17,IL,111,McHenry County,152010
17,IL,113,McLean County,77430
17,IL,115,Macon County,49420
17,IL,117,Macoupin County,21200
17,IL,119,Madison County,124640
17,IL,121,Marion County,17950
17,IL,123,Marshall County,6000
17,IL,125,Mason County,6460
17,IL,127,Massac County,6400
17,IL,129,Menard County,6190
17,IL,131,Mercer County,7900
17,IL,133,Monroe County,16720
17,IL,135,Montgomery County,12660
17,IL,137,Morgan County,15720
17,IL,139,Moultrie County,6700
17,IL,141,Ogle County,25430
17,IL,143,Peoria County,89440
17,IL,145,Perry County,8890
17,IL,147,Piatt County,8010
17,IL,149,Pike County,6910
17,IL,151,Pope County,1630
17,IL,153,Pulaski County,2440
17,IL,155,Putnam County,2940
17,IL,157,Randolph County,13900
17,IL,159,Richland County,7520
17,IL,161,Rock Island County,71080
17,IL,163,St. Clair County,121410
17,IL,165,Saline County,10370
17,IL,167,Sangamon County,99860
17,IL,169,Schuyler County,3260
17,IL,171,Scott County,2430
17,IL,173,Shelby County,10300
17,IL,175,Stark County,2700
17,IL,177,Stephenson County,22310
17,IL,179,Tazewell County,64580
17,IL,181,Union County,7760
17,IL,183,Vermilion County,34560
17,IL,185,Wabash County,5280
17,IL,187,Warren County,8040
17,IL,189,Washington County,7210
17,IL,191,Wayne County,7540
17,IL,193,White County,6410
17,IL,195,Whiteside County,27850
17,IL,197,Will County,321310
17,IL,199,Williamson County,30050
17,IL,201,Winnebago County,135290
17,IL,203,Woodford County,18270
18,IN,000,Indiana,3047520
18,IN,001,Adams County,14790
18,IN,003,Allen County,171380
18,IN,005,Bartholomew County,38970
18,IN,007,Benton County,4060
18,IN,009,Blackford County,5870
18,IN,011,Boone County,29140
18,IN,013,Brown County,7600
18,IN,015,Carroll County,9530
18,IN,017,Cass County,18060
18,IN,019,Clark County,55220
18,IN,021,Clay County,12060
18,IN,023,Clinton County,15350
18,IN,025,Crawford County,4620
18,IN,027,Daviess County,14050
18,IN,029,Dearborn County,24280
18,IN,031,Decatur County,12910
18,IN,033,DeKalb County,20020
18,IN,035,Delaware County,48560
18,IN,037,Dubois County,21910
18,IN,039,Elkhart County,92020
18,IN,041,Fayette County,10000
18,IN,043,Floyd County,37120
18,IN,045,Fountain County,8010
18,IN,047,Franklin County,10740
18,IN,049,Fulton County,9580
18,IN,051,Gibson County,15960
18,IN,053,Grant County,29870
18,IN,055,Greene County,14530
18,IN,057,Hamilton County,139870
18,IN,059,Hancock County,34570
18,IN,061,Harrison County,18100
18,IN,063,Hendricks County,72820
18,IN,065,Henry County,21640
18,IN,067,Howard County,39770
18,IN,069,Huntington County,17600
18,IN,071,Jackson County,21770
18,IN,073,Jasper County,15360
18,IN,075,Jay County,9590
18,IN,077,Jefferson County,14700
18,IN,079,Jennings County,12770
18,IN,081,Johnson County,69860
18,IN,083,Knox County,16570
18,IN,085,Kosciusko County,37800
18,IN,087,LaGrange County,16510
18,IN,089,Lake County,228310
18,IN,091,LaPorte County,51030
18,IN,093,Lawrence County,20730
18,IN,095,Madison County,59240
18,IN,097,Marion County,449350
18,IN,099,Marshall County,21810
18,IN,101,Martin County,4690
18,IN,103,Miami County,15330
18,IN,105,Monroe County,55730
18,IN,107,Montgomery County,17960
18,IN,109,Morgan County,33280
18,IN,111,Newton County,6630
18,IN,113,Noble County,21640
18,IN,115,Ohio County,2800
18,IN,117,Orange County,8680
18,IN,119,Owen County,9550
18,IN,121,Parke County,6840
18,IN,123,Perry County,8650
18,IN,125,Pike County,5700
18,IN,127,Porter County,80000
18,IN,129,Posey County,12260
18,IN,131,Pulaski County,5960
18,IN,133,Putnam County,15700
18,IN,135,Randolph County,11770
18,IN,137,Ripley County,13240
18,IN,139,Rush County,7920
18,IN,141,St. Joseph County,123000
18,IN,143,Scott County,10290
18,IN,145,Shelby County,21460
18,IN,147,Spencer County,9890
18,IN,149,Starke County,10210
18,IN,151,Steuben County,16160
18,IN,153,Sullivan County,8760
18,IN,155,Switzerland County,4050
18,IN,157,Tippecanoe County,72630
18,IN,159,Tipton County,7690
18,IN,161,Union County,3360
18,IN,163,Vanderburgh County,84760
18,IN,165,Vermillion County,7330
18,IN,167,Vigo County,46040
18,IN,169,Wabash County,15000
18,IN,171,Warren County,4020
18,IN,173,Warrick County,28810
18,IN,175,Washington County,12220
18,IN,177,Wayne County,30370
18,IN,179,Wells County,12980
18,IN,181,White County,12120
18,IN,183,Whitley County,16310
19,IA,000,Iowa,1434150
19,IA,001,Adair County,3510
19,IA,003,Adams County,1870
19,IA,005,Allamakee County,6710
19,IA,007,Appanoose County,5510
19,IA,009,Audubon County,2840
19,IA,011,Benton County,12050
19,IA,013,Black Hawk County,59900
19,IA,015,Boone County,12600
19,IA,017,Bremer County,10960
19,IA,019,Buchanan County,9590
19,IA,021,Buena Vista County,9800
19,IA,023,Butler County,6850
19,IA,025,Calhoun County,4610
19,IA,027,Carroll County,10180
19,IA,029,Cass County,6520
19,IA,031,Cedar County,8730
19,IA,033,Cerro Gordo County,20900
19,IA,035,Cherokee County,5760
19,IA,037,Chickasaw County,5900
19,IA,039,Clarke County,4250
19,IA,041,Clay County,8250
19,IA,043,Clayton County,8430
19,IA,045,Clinton County,22680
19,IA,047,Crawford County,7890
19,IA,049,Dallas County,35500
19,IA,051,Davis County,3470
19,IA,053,Decatur County,3150
19,IA,055,Delaware County,8390
19,IA,057,Des Moines County,19180
19,IA,059,Dickinson County,8900
19,IA,061,Dubuque County,46730
19,IA,063,Emmet County,4540
19,IA,065,Fayette County,9090
19,IA,067,Floyd County,7410
19,IA,069,Franklin County,4760
19,IA,071,Fremont County,3230
19,IA,073,Greene County,4320
19,IA,075,Grundy County,5870
19,IA,077,Guthrie County,5130
19,IA,079,Hamilton County,7200
19,IA,081,Hancock County,5190
19,IA,083,Hardin County,7860
19,IA,085,Harrison County,6670
19,IA,087,Henry County,8910
19,IA,089,Howard County,4600
19,IA,091,Humboldt County,4630
19,IA,093,Ida County,3380
19,IA,095,Iowa County,8060
19,IA,097,Jackson County,9490
19,IA,099,Jasper County,16880
19,IA,101,Jefferson County,7640
19,IA,103,Johnson County,61720
19,IA,105,Jones County,9070
19,IA,107,Keokuk County,4630
19,IA,109,Kossuth County,7550
19,IA,111,Lee County,15790
